county,state,fips,cancer_rate,avg_annual_count,five_year_trend,has_cancer_data,rural_rural,rural_urban,trend_,trend_falling,trend_rising,trend_stable
doddridge county,west virginia,54017,438.8,52,3.3,1,True,False,False,False,True,False
audubon county,iowa,19009,438.8,41,-0.3,1,True,False,False,False,False,True
mahoning county,ohio,39099,438.8,1480,2.3,1,False,True,False,False,False,True
clinton county,missouri,29049,438.8,125,-0.3,1,False,True,False,False,False,True
yankton county,south dakota,46135,438.7,140,0.1,1,True,False,False,False,False,True
henry county,ohio,39069,438.5,164,0.1,1,True,False,False,False,False,True
shelby county,tennessee,47157,438.2,4485,-3.2,1,False,True,False,True,False,False
tarrant county,texas,48439,438.2,8939,-0.7,1,False,True,False,True,False,False
neshoba county,mississippi,28099,438.2,150,0.1,1,True,False,False,False,False,True
blanco county,texas,48031,438.2,88,0.9,1,True,False,False,False,False,True
amite county,mississippi,28005,438.2,89,-0.6,1,True,False,False,False,False,True
williamson county,tennessee,47187,438,1172,-0.4,1,False,True,False,True,False,False
bland county,virginia,51021,438,45,0.1,1,True,False,False,False,False,True
bradley county,tennessee,47011,437.9,594,-0.8,1,False,True,False,False,False,True
scotts bluff county,nebraska,31157,437.9,212,2,1,True,False,False,False,False,True
grayson county,virginia,51077,437.9,111,-0.1,1,True,False,False,False,False,True
calhoun county,florida,12013,437.8,83,0.9,1,True,False,False,False,False,True
walker county,georgia,13295,437.7,401,-0.6,1,False,True,False,False,False,True
wayne county,mississippi,28153,437.7,110,-7.1,1,True,False,False,True,False,False
forest county,pennsylvania,42053,437.7,46,-0.1,1,True,False,False,False,False,True
giles county,tennessee,47055,437.7,191,0.2,1,True,False,False,False,False,True
powhatan county,virginia,51145,437.6,185,2.6,1,False,True,False,False,False,True
colorado county,texas,48089,437.6,132,-0.6,1,True,False,False,False,False,True
mineral county,nevada,32021,437.5,33,16.2,1,True,False,False,False,False,True
clarke county,georgia,13059,437.3,494,-0.5,1,False,True,False,False,False,True
lebanon county,pennsylvania,42075,437.2,859,-1.5,1,False,True,False,True,False,False
rock island county,illinois,17161,437.2,862,-5.6,1,False,True,False,True,False,False
hockley county,texas,48219,437.1,105,-0.6,1,False,True,False,False,False,True
hays county,texas,48209,437,939,1.6,1,False,True,False,False,True,False
huntingdon county,pennsylvania,42061,436.8,281,0.1,1,True,False,False,False,False,True
falls county,texas,48145,436.6,100,0.2,1,False,True,False,False,False,True
edwards county,illinois,17047,436.6,40,-0.7,1,True,False,False,False,False,True
lynchburg city,virginia,51680,436.5,352,-0.2,1,False,True,False,False,False,True
mercer county,ohio,39107,436.5,239,-0.4,1,True,False,False,False,False,True
calhoun county,michigan,26025,436.5,763,-6.1,1,False,True,False,True,False,False
missoula county,montana,30063,436.4,592,-0.5,1,False,True,False,False,False,True
hampden county,massachusetts,25013,436.4,2568,-0.7,1,False,True,False,True,False,False
madison county,tennessee,47113,436.2,546,0.2,1,False,True,False,False,False,True
polk county,missouri,29167,436.1,174,5.2,1,False,True,False,False,False,True
placer county,california,06061,436.1,2411,-0.6,1,False,True,False,True,False,False
sweet grass county,montana,30097,435.9,27,-1.6,1,True,False,False,False,False,True
chambers county,alabama,01017,435.9,215,-2,1,True,False,False,True,False,False
chatham county,georgia,13051,435.8,1510,-0.3,1,False,True,False,False,False,True
todd county,minnesota,27153,435.8,163,6.6,1,True,False,False,False,False,True
tattnall county,georgia,13267,435.7,123,-1,1,True,False,False,True,False,False
fulton county,ohio,39051,435.7,242,0.2,1,False,True,False,False,False,True
crittenden county,kentucky,21055,435.7,56,-11.2,1,True,False,False,True,False,False
columbia county,georgia,13073,435.7,745,-0.2,1,False,True,False,False,False,True
lamoille county,vermont,50015,435.7,150,-1.9,1,True,False,False,True,False,False
hughes county,oklahoma,40063,435.6,75,-0.7,1,True,False,False,False,False,True
carter county,oklahoma,40019,435.6,260,-0.1,1,True,False,False,False,False,True
sonoma county,california,06097,435.6,2994,1.5,1,False,True,False,False,False,True
bryan county,oklahoma,40013,435.6,248,-0.5,1,True,False,False,False,False,True
perry county,alabama,01105,435.5,53,0.1,1,True,False,False,False,False,True
berrien county,michigan,26021,435.5,940,-1.1,1,False,True,False,True,False,False
warren county,mississippi,28149,435.2,249,-0.6,1,True,False,False,False,False,True
carbon county,montana,30009,435,75,-0.5,1,False,True,False,False,False,True
montgomery county,arkansas,05097,434.9,65,-0.2,1,True,False,False,False,False,True
newton county,missouri,29145,434.9,343,0,1,False,True,False,False,False,True
fillmore county,nebraska,31059,434.9,38,-0.7,1,True,False,False,False,False,True
kershaw county,south carolina,45055,434.9,380,-1.2,1,False,True,False,True,False,False
tillman county,oklahoma,40141,434.9,42,0.2,1,True,False,False,False,False,True
stone county,missouri,29209,434.8,255,-0.7,1,True,False,False,False,False,True
chippewa county,wisconsin,55017,434.8,386,-3.9,1,False,True,False,True,False,False
wayne county,ohio,39169,434.7,651,0.1,1,True,False,False,False,False,True
coal county,oklahoma,40029,434.6,31,-1.8,1,True,False,False,True,False,False
torrance county,new mexico,35057,434.5,98,0.7,1,False,True,False,False,False,True
traill county,north dakota,38097,434.5,49,0.2,1,True,False,False,False,False,True
lincoln county,maine,23015,434.5,277,-0.5,1,True,False,False,False,False,True
ventura county,california,06111,434.4,4423,1.6,1,False,True,False,False,False,True
mobile county,alabama,01097,434.4,2208,0.3,1,False,True,False,False,False,True
yamhill county,oregon,41071,434.4,588,-0.5,1,False,True,False,False,False,True
christian county,missouri,29043,434.3,453,-0.8,1,False,True,False,True,False,False
winston county,mississippi,28159,434.3,111,-1.1,1,True,False,False,True,False,False
colbert county,alabama,01033,434.3,345,-5.6,1,False,True,False,False,False,True
bullock county,alabama,01011,434.2,57,-1.1,1,True,False,False,False,False,True
jefferson county,alabama,01073,434.2,3530,-0.8,1,False,True,False,True,False,False
grant county,west virginia,54023,434.1,73,0.9,1,True,False,False,False,False,True
lexington county,south carolina,45063,434.1,1548,-0.6,1,False,True,False,True,False,False
beckham county,oklahoma,40009,434.1,108,-0.2,1,True,False,False,False,False,True
orleans parish,louisiana,22071,434.1,1975,-1.2,1,False,True,False,True,False,False
leake county,mississippi,28079,434.1,117,-0.4,1,True,False,False,False,False,True
matanuska-susitna borough,alaska,02170,433.9,471,-1.3,1,False,True,False,True,False,False
washington county,utah,49053,433.9,1052,0.4,1,False,True,False,False,True,False
bastrop county,texas,48021,433.9,486,-0.8,1,False,True,False,True,False,False
jackson county,oregon,41029,433.8,1423,-1,1,False,True,False,True,False,False
jackson county,tennessee,47087,433.8,80,-1.4,1,True,False,False,False,False,True
stephenson county,illinois,17177,433.7,298,-0.1,1,True,False,False,False,False,True
wheeler county,oregon,41069,433.6,12,0.2,1,True,False,False,False,False,True
poquoson city,virginia,51735,433.6,74,-0.8,1,False,True,False,False,False,True
okaloosa county,florida,12091,433.6,1097,-0.9,1,False,True,False,True,False,False
jefferson county,idaho,16051,433.6,122,0.3,1,False,True,False,False,False,True
essex county,massachusetts,25009,433.6,4509,-5.8,1,False,True,False,True,False,False
laurens county,georgia,13175,433.5,271,-0.1,1,True,False,False,False,False,True
burnett county,wisconsin,55013,433.5,138,0.4,1,True,False,False,False,False,True
keith county,nebraska,31101,433.4,63,-0.1,1,True,False,False,False,False,True
orange county,vermont,50017,433.2,194,-0.9,1,True,False,False,False,False,True
garfield county,oklahoma,40047,433.1,325,-1,1,False,True,False,True,False,False
isabella county,michigan,26073,433,276,-0.8,1,True,False,False,False,False,True
clark county,missouri,29045,432.9,42,1.1,1,True,False,False,False,False,True
stark county,north dakota,38089,432.9,146,0.1,1,True,False,False,False,False,True
hanover county,virginia,51085,432.9,639,-0.8,1,False,True,False,True,False,False
douglas county,nevada,32005,432.7,404,-0.1,1,True,False,False,False,False,True
claiborne county,mississippi,28021,432.7,46,0.2,1,True,False,False,False,False,True
crook county,wyoming,56011,432.7,48,1.4,1,True,False,False,False,False,True
mitchell county,texas,48335,432.6,42,0.6,1,True,False,False,False,False,True
carroll county,arkansas,05015,432.6,189,0.8,1,True,False,False,False,False,True
bowman county,north dakota,38011,432.4,18,-1,1,True,False,False,False,False,True
boyd county,nebraska,31015,432.4,13,-2.4,1,True,False,False,False,False,True
logan county,ohio,39091,432.3,268,-0.6,1,True,False,False,False,False,True
anderson county,texas,48001,432.2,295,0.9,1,True,False,False,False,False,True
lee county,texas,48287,432.2,103,-9.3,1,True,False,False,False,False,True
dale county,alabama,01045,432.2,269,-0.1,1,True,False,False,False,False,True
san augustine county,texas,48405,432.2,60,0.3,1,True,False,False,False,False,True
dodge county,wisconsin,55027,432.2,530,-0.6,1,True,False,False,True,False,False
cook county,illinois,17031,432.1,26155,-0.5,1,False,True,False,False,False,True
howard county,texas,48227,432.1,161,-1,1,True,False,False,True,False,False
pennington county,south dakota,46103,432.1,610,-1.2,1,False,True,False,True,False,False
houston county,alabama,01069,432,596,-0.7,1,False,True,False,True,False,False
oklahoma county,oklahoma,40109,432,3673,-0.8,1,False,True,False,True,False,False
montgomery county,georgia,13209,432,48,0,1,True,False,False,False,False,True
rankin county,mississippi,28121,431.9,803,-1,1,False,True,False,True,False,False
radford city,virginia,51750,431.9,52,-1.3,1,False,True,False,False,False,True
osage county,oklahoma,40113,431.8,289,-0.1,1,False,True,False,False,False,True
van wert county,ohio,39161,431.8,169,0.2,1,True,False,False,False,False,True
mclean county,illinois,17113,431.8,776,-1.1,1,False,True,False,True,False,False
hall county,nebraska,31079,431.8,306,-1.2,1,False,True,False,True,False,False
concordia parish,louisiana,22029,431.7,107,-2.7,1,True,False,False,True,False,False
bingham county,idaho,16011,431.7,219,0.6,1,True,False,False,False,False,True
mellette county,south dakota,46095,431.7,9,-0.8,1,True,False,False,False,False,True
schley county,georgia,13249,431.7,25,0.1,1,True,False,False,False,False,True
beadle county,south dakota,46005,431.7,105,-0.3,1,True,False,False,False,False,True
bamberg county,south carolina,45009,431.6,90,-0.8,1,True,False,False,True,False,False
bulloch county,georgia,13031,431.4,314,-0.1,1,True,False,False,False,False,True
owyhee county,idaho,16073,431.4,67,-1.1,1,False,True,False,False,False,True
randolph county,alabama,01111,431.4,138,0.7,1,True,False,False,False,False,True
decatur county,georgia,13087,431.4,158,0,1,True,False,False,False,False,True
prince of wales-hyder census area,alaska,02198,431.4,34,-0.1,1,True,False,False,False,False,True
gallatin county,montana,30031,431.4,494,-0.3,1,False,True,False,False,False,True
jackson county,north carolina,37099,431.4,242,2,1,True,False,False,False,False,True
indiana county,pennsylvania,42063,431.3,485,0.5,1,True,False,False,False,False,True
chesterfield county,south carolina,45025,431.3,254,-7,1,True,False,False,True,False,False
winston county,alabama,01133,431.3,151,-1.2,1,True,False,False,True,False,False
shiawassee county,michigan,26155,431.3,402,-0.9,1,True,False,False,True,False,False
hancock county,ohio,39063,431.2,414,0,1,True,False,False,False,False,True
calhoun county,texas,48057,431.2,115,-0.5,1,True,False,False,False,False,True
cache county,utah,49005,431.1,436,3.2,1,False,True,False,False,True,False
palm beach county,florida,12099,431.1,10075,-0.5,1,False,True,False,True,False,False
darlington county,south carolina,45031,431.1,373,-0.2,1,False,True,False,False,False,True
jerome county,idaho,16053,430.8,104,-0.8,1,False,True,False,False,False,True
van buren county,michigan,26159,430.8,436,-0.8,1,True,False,False,True,False,False
ingham county,michigan,26065,430.7,1285,-0.6,1,False,True,False,False,False,True
chicot county,arkansas,05017,430.7,66,0.8,1,True,False,False,False,False,True
pueblo county,colorado,08101,430.6,950,0.5,1,False,True,False,False,False,True
callahan county,texas,48059,430.6,87,-0.1,1,False,True,False,False,False,True
jackson county,missouri,29095,430.5,3561,-0.8,1,False,True,False,True,False,False
tuscola county,michigan,26157,430.5,338,-0.8,1,True,False,False,True,False,False
st. louis city,missouri,29510,430.4,1483,-1.9,1,False,True,False,True,False,False
laclede county,missouri,29105,430.4,200,-0.9,1,True,False,False,True,False,False
bandera county,texas,48019,430.3,164,-0.9,1,False,True,False,False,False,True
val verde county,texas,48465,430.3,207,0.9,1,True,False,False,False,True,False
spink county,south dakota,46115,430.2,41,-0.9,1,True,False,False,False,False,True
macon county,alabama,01087,430.1,113,0.9,1,False,True,False,False,False,True
paulding county,ohio,39125,430,113,-0.1,1,True,False,False,False,False,True
grant county,south dakota,46051,430,50,-0.8,1,True,False,False,False,False,True
ravalli county,montana,30081,430,318,-0.4,1,True,False,False,False,False,True
cumberland county,pennsylvania,42041,430,1460,-1.1,1,False,True,False,True,False,False
green county,wisconsin,55045,429.9,222,-0.2,1,False,True,False,False,False,True
rockbridge county,virginia,51163,429.9,165,-0.4,1,True,False,False,False,False,True
robertson county,texas,48395,429.9,101,5.8,1,False,True,False,False,False,True
jo daviess county,illinois,17085,429.8,164,-0.5,1,True,False,False,False,False,True
custer county,oklahoma,40039,429.8,130,-0.4,1,True,False,False,False,False,True
rockwall county,texas,48397,429.7,467,-0.5,1,False,True,False,False,False,True
adams county,mississippi,28001,429.7,183,-1.4,1,True,False,False,True,False,False
nash county,north carolina,37127,429.6,546,-0.8,1,False,True,False,True,False,False
koochiching county,minnesota,27071,429.5,94,-0.6,1,True,False,False,False,False,True
dallas county,texas,48113,429.5,10481,0,1,False,True,False,False,False,True
clearfield county,pennsylvania,42033,429.4,509,-1,1,True,False,False,True,False,False
dade county,georgia,13083,429.4,95,-0.6,1,False,True,False,False,False,True
box butte county,nebraska,31013,429.4,60,-0.2,1,True,False,False,False,False,True
wrangell borough,alaska,02275,429.2,15,-0.8,1,True,False,False,False,False,True
canadian county,oklahoma,40017,429.1,681,-1.4,1,False,True,False,True,False,False
valley county,idaho,16085,429.1,82,-1.2,1,True,False,False,False,False,True
